,Dates,6/30/1995,9/30/1995,12/31/1995,3/31/1996,6/30/1996,9/30/1996,12/31/1996,3/31/1997,6/30/1997,9/30/1997,12/31/1997,3/31/1998,6/30/1998,9/30/1998,12/31/1998,3/31/1999,6/30/1999,9/30/1999,12/31/1999,3/31/2000,6/30/2000,9/29/2000,12/29/2000,3/30/2001,6/29/2001,9/28/2001,12/31/2001,3/29/2002,6/28/2002,9/30/2002,12/31/2002,3/31/2003,6/30/2003,9/30/2003,12/31/2003,3/31/2004,6/30/2004,9/30/2004,12/31/2004,3/31/2005,6/30/2005,9/30/2005,12/30/2005,3/31/2006,6/30/2006,9/29/2006,12/29/2006,3/30/2007,6/29/2007,9/28/2007,12/31/2007,3/31/2008,6/30/2008,9/30/2008,12/31/2008,3/31/2009,6/30/2009,9/30/2009,12/31/2009,3/31/2010,6/30/2010,9/30/2010,12/31/2010,3/31/2011,6/30/2011,9/30/2011,12/30/2011,3/30/2012,6/29/2012,9/28/2012,12/31/2012,3/29/2013,6/28/2013,9/30/2013,12/31/2013,3/31/2014,6/30/2014,9/30/2014,12/31/2014,3/31/2015,6/30/2015,9/30/2015,12/31/2015,3/31/2016,6/30/2016,9/30/2016,12/30/2016,3/31/2017,6/30/2017,9/29/2017,12/29/2017,3/30/2018,6/29/2018,9/28/2018,12/31/2018
STT US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,9.3082,10.1391,11.4528,12.7713,13.0746,14.7576,16.673,17.948,23.9852,31.659,30.293,35.4988,36.3166,28.5772,36.8003,43.2369,44.9607,34.1132,38.6511,51.3362,56.2949,69.1432,66.1118,49.8158,52.9021,48.7503,56.1001,59.5778,48.2182,41.8109,42.3405,34.479,43.1014,49.3801,57.3134,57.5327,54.3003,47.4708,54.7847,48.9525,54.2227,55.1779,62.7443,68.6097,66.1784,71.316,77.3146,74.4703,78.9201,78.8963,94.2582,91.9727,74.7772,66.8312,46.5061,36.4091,55.8435,62.2442,51.5348,53.4402,40.0505,44.6099,54.9036,53.4575,53.8497,38.6168,48.6168,55.1686,54.4268,51.4513,57.944,73.1524,81.0491,82.0411,91.9018,87.4214,84.9226,93.3189,99.8951,93.9505,98.8226,86.6982,86.039,76.3149,70.7744,91.9014,103.081,106.089,120.0819,128.4193,131.7662,135.195,126.7631,114.7254,87.0095
KSS US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,5.7031,6.4844,6.5625,7.9219,9.1563,9,9.8125,10.5938,13.1875,17.75,17.0313,20.4375,25.9375,19.5,30.7188,35.4375,38.4375,33.0625,36.0938,51.25,55.625,57.6875,61,61.69,62.73,48,70.44,71.15,70.08,60.81,55.95,56.58,51.38,53.5,44.94,48.33,42.28,48.19,49.17,51.63,55.91,50.18,48.6,53.01,59.12,64.92,68.43,76.61,71.03,57.33,45.8,42.89,40.04,46.08,36.2,42.32,42.75,57.05,53.93,54.78,47.5,52.68,54.34,53.2876,50.4923,49.8556,50.3562,51.3896,47.066,53.3194,45.0688,48.7317,53.7199,55.406,61.1459,61.6334,57.5779,67.1468,67.622,87.217,70.2855,52.4508,54.4574,53.8396,44.3882,51.8009,59.0033,48.2323,47.5306,56.8796,68.3403,83.3407,93.4645,96.303,86.5279
PPL US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,9.4429,11.5366,12.5447,12.4385,12.2794,11.5881,12.4077,11.1303,11.1916,12.5096,13.9376,13.9004,13.7032,15.7917,17.1652,15.3864,19.277,17.121,14.6401,13.5907,14.4021,27.6218,30.0706,29.4212,36.9817,22.0571,23.7598,27.2772,23.0303,22.898,24.6788,25.6175,31.2205,30.0133,32.371,34.0371,34.5929,35.8637,40.8312,41.7235,46.2567,50.7567,46.5593,46.9778,52.0793,53.4754,58.6935,67.5285,77.7861,77.4503,87.6352,77.8231,89.1749,63.691,53.3704,50.6178,58.7281,54.6961,58.891,51.1177,46.6629,51.5851,50.551,49.2578,54.8829,56.9789,59.4383,57.8301,57.6527,60.9655,60.83,67.3187,65.8743,66.9439,67.1176,74.7986,81.0548,75.7462,84.6822,79.3794,75.8217,85.6899,89.9343,101.3765,101.5071,93.974,93.6231,103.9334,108.534,107.6154,88.7553,82.325,84.4117,87.7031,86.0354
SNPS US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,15.6563,15.375,19,16,19.875,23.0625,23.125,12.5,18.375,21.25,17.875,16.375,22.875,16.6563,27.125,26.875,27.5938,28.0781,33.375,24.375,17.2813,18.9375,23.7188,23.4688,24.195,20.0549,29.535,27.58,27.405,19.075,23.075,21.2855,30.965,30.91,33.86,28.73,28.43,15.76,19.55,18.1,16.67,18.9,20.06,22.35,18.77,19.72,26.73,26.23,26.43,27.08,25.93,22.71,23.9,19.95,18.52,20.73,19.51,22.42,22.28,22.37,20.87,24.77,26.91,27.65,25.71,24.36,27.2,30.66,29.43,32.995,31.8354,35.88,35.75,37.7,40.57,38.41,38.82,39.695,43.47,46.32,50.65,46.18,45.61,48.44,54.08,59.35,58.86,72.13,72.93,80.53,85.24,83.24,85.57,98.61,84.24
PYPL US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,31.04,36.2,38.6,36.51,40.97,39.47,43.02,53.67,64.03,73.62,75.87,83.27,87.84,84.09
ALLE US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,44.19,52.2479,56.8455,47.8543,55.7923,61.6423,60.7035,58.2961,66.7499,64.6327,70.5608,70.1586,65.2787,77.3777,83.0852,88.736,81.8037,87.911,79.942,93.8168,82.7683
T US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,24.2824,28.2882,29.6688,27.4659,25.9359,25.5717,27.8074,28.6122,33.7216,33.7255,40.4944,48.2475,44.7392,49.9263,60.6276,53.5804,66.1654,58.797,56.1343,48.776,51.2206,58.3975,56.1742,52.7696,47.6464,56.4025,47.154,45.362,37.2267,24.7426,33.8116,25.2536,32.6629,28.8609,34.3996,32.7541,32.7708,35.5276,35.6873,33.2275,33.761,34.5391,35.7764,40.0285,41.8058,49.3926,54.7965,61.0716,64.8588,66.7021,66.0717,61.5109,54.6649,45.8524,47.562,42.6885,42.7544,47.2991,49.854,46.658,44.3939,53.3932,55.6543,58.8397,61.2295,56.3613,60.6681,63.5831,73.6349,78.8138,71.2916,78.6103,76.7537,74.2554,78.2467,79.0949,80.7891,81.5564,78.7551,77.6359,85.6761,79.6463,85.3137,98.4839,109.9912,104.5241,110.8077,109.5381,100.6679,105.8874,106.438,98.8972,90.3432,95.9484,82.7647
KO US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,16.0594,17.44,18.8217,21.041,24.986,26.0046,26.9647,28.6315,34.9942,31.4702,34.4816,40.1229,44.3838,29.9855,34.9368,32.0808,32.488,25.356,30.6842,24.8212,30.4705,29.3384,32.5207,24.1896,24.1986,25.2845,25.5444,28.4309,30.5774,26.2899,24.1387,22.4175,25.8224,24.021,28.5105,28.4043,28.6447,22.8589,23.9161,24.0911,24.2924,25.2914,23.7584,24.8579,25.7252,26.9035,29.2463,29.3049,32.1477,35.5339,38.1501,38.0822,32.7366,33.5371,28.9512,28.3982,31.2704,35.2695,37.7054,36.681,33.7112,39.6595,44.8823,45.5996,46.5864,47.0915,49.1177,52.3308,55.6639,54.3719,52.3165,58.787,58.7115,55.8512,61.3328,57.8534,63.8687,64.7887,64.562,62.5127,60.9754,62.8984,67.8659,73.8519,72.7242,68.4573,67.6365,69.8448,74.4175,75.2822,77.3577,73.8791,75.2783,79.9519,82.6124
EXPD US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,1.4098,1.6918,1.6408,1.6487,1.9521,2.2198,2.8993,3.0253,3.5831,5.2878,4.8681,5.4212,5.5733,3.515,5.3296,6.8524,6.9221,8.1525,11.1432,10.11,12.102,11.4809,13.6962,12.8671,15.3306,12.0986,14.5809,15.6178,17.0143,14.3359,16.7832,18.4795,17.7556,17.7247,19.444,20.3217,25.5719,26.7571,28.9802,27.7718,25.9065,29.5316,35.1858,45.026,58.5165,46.575,42.4133,43.272,43.3915,49.6954,47.09,47.617,45.4734,36.8441,35.3499,30.0585,35.6322,37.5667,37.3805,39.6919,37.2937,49.959,59.228,54.4008,55.7962,44.1987,44.9177,51.004,42.8071,40.1558,44.0184,39.7668,42.6632,49.4148,49.97,44.7528,50.2194,46.1482,51.0904,55.179,53.216,54.3067,52.4347,56.748,57.484,60.391,62.5497,66.7189,67.2347,71.2583,77.5073,75.8419,88.1128,88.6311,82.5593
IP US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,42.7235,41.9788,38.1225,40.0267,37.5827,43.5814,41.772,40.4629,50.6535,57.6252,45.4237,49.6284,45.7411,49.8867,48.212,45.668,54.6475,52.5163,61.948,47.1957,33.1234,32.1053,46.0209,40.9686,40.7914,40.0545,46.6793,50.0468,50.9998,39.333,41.4822,40.3793,42.9804,47.2212,52.5224,51.7871,55.1174,50.1241,52.416,46.2196,38.241,38.0216,43.234,44.7992,42.1717,45.5368,45.1817,48.5522,52.4246,48.5165,44.1135,37.333,32.2753,36.581,16.7874,10.3638,22.3178,32.8302,39.5902,36.4229,33.6647,32.5405,40.9527,45.6626,45.4955,35.8365,46.0496,55.0402,45.7349,57.9017,64.0679,75.445,72.2313,73.4854,81.0557,76.3925,84.6689,81.8434,92.5267,96.5155,83.3983,66.7863,67.3558,74.2972,77.5244,88.5912,98.9601,95.5392,107.4522,108.7993,111.9138,104.0478,102.3011,97.4307,80.8836
CCL US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,11.6992,12.1176,12.3495,13.9788,14.7239,15.8561,16.9407,19.1169,21.3031,23.9462,28.755,36.3124,41.3485,33.2734,50.3333,51.0243,51.0705,45.8953,50.5576,26.3354,20.784,26.3781,33.1589,29.8783,33.2723,23.9442,30.6596,35.7904,30.4574,27.7245,27.6647,26.8598,36.3511,36.8845,44.7184,50.6889,53.2126,53.6909,65.6206,59.1506,62.5141,57.507,61.8163,55.021,48.777,55.318,58.0133,55.7346,58.4302,58.473,54.2098,49.797,40.9795,44.4426,31.3181,27.8154,33.1854,42.8564,40.8088,50.215,39.1616,49.6003,60.0383,50.2133,49.5639,40.2255,43.6755,43.2827,46.6004,49.9009,51.3776,48.2645,48.6155,46.5938,57.7439,54.7706,54.8107,58.8667,66.8277,70.9299,73.6133,74.5002,82.1526,80.0939,67.5595,75.1735,80.7044,91.8993,102.9486,101.9773,105.5264,104.9583,92.4374,103.7,80.8372
ICE US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7.27,13.81,11.588,15.014,21.58,24.442,29.57,30.38,38.5,26.1,22.8,16.136,16.488,14.894,22.848,19.438,22.46,22.436,22.606,20.944,23.83,24.708,24.942,23.652,24.11,27.484,27.196,26.682,24.762,32.614,35.552,36.284,45.118,39.81,38.142,39.515,44.558,47.533,45.708,48.188,52.711,48.54,53.012,55.957,58.771,62.572,69.109,72.241,74.407,76.721,78.06,79.732,80.449
FL US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,15.269,15.9,13.1238,15.7738,22.7143,20.8214,22.2095,23.5976,24.2286,22.3357,20.569,25.2381,19.3071,8.7702,6.5619,7.1298,10.5369,8.644,7.0667,9.0226,10.3476,12.4929,15.6476,13.9314,15.4457,15.3952,15.799,16.3341,14.5876,10.0851,10.6,10.8316,13.4513,16.4811,23.898,26.355,24.9205,24.3309,27.7186,30.2446,28.1714,22.7714,24.5748,24.9723,25.7092,26.5954,23.1822,25.038,23.2986,16.4817,14.8109,12.9115,13.8352,18.1706,8.3553,12.1676,12.3311,14.273,13.4737,18.4106,15.5961,18.1568,24.7523,25.0781,30.4591,25.9351,31.0143,40.6644,40.2891,47.0358,42.777,45.8431,47.3244,45.9738,56.4705,64.3386,69.8029,76.9374,77.9907,87.8201,93.7937,101.0988,91.7678,91.3048,78.0032,96.7452,101.6762,107.7179,71.2611,51.257,68.8991,67.3567,78.5181,76.5216,80.4184
GIS US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,13.0505,14.2908,14.9286,15.2191,14.3675,16.0286,17.0352,16.7628,17.7265,18.9109,19.7974,21.164,19.1403,19.7821,22.136,21.6623,23.2102,23.5837,20.9246,21.3542,22.7434,21.26,26.8857,26.1147,26.7619,27.9889,32.1958,30.4082,27.5923,27.9776,29.7551,29.0386,30.4058,30.364,29.3965,30.4753,31.213,29.6836,33.0896,32.9205,31.5363,32.7203,33.7115,34.8779,35.7929,39.4846,40.4333,41.1327,41.5339,41.5199,41.0736,43.444,44.3833,50.5396,44.9725,37.197,42.1293,48.803,54.0674,54.4236,54.9973,57.008,55.9427,57.899,59.419,61.9529,65.5662,64.4958,63.5008,66.2182,67.7188,83.2735,82.5116,82.1025,86.1974,90.1963,92.1807,89.1972,95.06,101.6609,100.869,102.3963,106.0181,117.4101,133.1447,120.05,116.9782,112.6241,106.6139,100.5158,116.2364,89.0686,88.441,86.7118,79.5614
BK US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,10.918,12.6912,13.4083,14.2848,14.3375,16.5806,19.194,21.0361,25.1415,27.8087,33.6669,36.7477,35.7634,32.3047,47.7136,42.7718,43.8253,40.0914,48.1668,50.264,56.4454,68.8119,67.4472,60.3922,59.0777,43.2548,50.6845,52.4295,42.3201,36.2626,30.4607,26.2542,37.1122,37.8058,43.2811,41.3954,38.9965,38.8613,44.8051,39.2642,39.1845,40.3124,43.9575,50.074,45.0152,49.6148,55.76,57.741,59.325,59.9345,66.5515,57.2688,52.2174,45.2824,39.7104,40.0115,41.653,41.3331,40.0104,44.3094,35.5295,37.7355,43.7688,43.4138,37.4043,27.2813,29.3881,35.8485,32.7887,33.9993,38.8315,42.4952,42.8162,46.2998,53.8384,54.6347,58.3135,60.5182,63.6836,63.4639,66.4581,62.2326,65.7855,59.0551,62.5572,64.5254,76.9952,77.0771,83.5984,87.2714,89.066,85.5685,89.9481,85.49,79.4005
AME US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.4903,4.0199,4.4665,4.3822,2.5868,3.3557,2.7537,3.4793,3.0056,2.9005,2.9399,2.6809,3.2549,3.995,4.2604,4.7252,4.073,4.9521,5.7875,5.803,4.5448,6.0167,5.1694,5.7484,6.7322,7.59,8.0849,9.7645,9.6003,11.3152,12.7868,13.315,13.6922,13.5742,14.3662,15.1601,13.9536,15.331,16.6603,19.1691,20.9107,22.6915,21.3019,22.935,19.8287,14.7198,15.2676,16.9125,17.1034,18.7652,20.3759,19.7605,23.5417,29.0581,32.5264,33.3378,24.5184,31.3518,36.1699,37.2801,39.7861,42.2325,48.8102,47.6846,51.9465,59.5254,58.2581,59.2519,57.0041,59.8552,59.8565,62.511,59.8058,61.3563,57.3293,53.1298,55.0152,56.063,62.4883,70.0897,76.5249,84.0821,88.3012,84.0297,92.2944,79.1275
EA US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,6.7813,9.1875,6.5313,6.625,6.6875,9.3438,7.4844,6.6563,8.4063,9.6563,9.4531,11.7344,13.5,10.9688,14.0313,11.875,13.5625,18.0938,21,17.7969,18.2344,24.6875,21.3125,27.125,28.95,22.835,29.975,30.4,33.025,32.98,24.885,29.32,36.95,46.09,47.68,53.74,54.55,45.99,61.68,51.78,56.61,56.89,52.31,54.72,43.04,55.84,50.36,50.36,47.32,55.99,58.41,49.92,44.43,36.99,16.04,18.19,21.72,19.05,17.75,18.66,14.4,16.4475,16.38,19.53,23.6,20.45,20.6,16.485,12.35,12.69,14.52,17.7,22.99,25.55,22.94,29.01,35.87,35.61,47.015,58.815,66.5,67.75,68.72,66.11,75.76,85.4,78.76,89.52,105.72,118.06,105.06,121.24,141.02,120.49,78.91
JWN US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,10.4068,10.5338,10.2508,12.2945,11.3234,9.7007,9.0723,9.7297,12.6368,16.4589,15.6239,16.5549,20.08,12.8975,18.1136,21.3876,17.5683,14.1961,13.8764,15.6184,12.8217,8.3109,9.7661,8.7829,10.0558,7.8688,11.0673,13.45,12.4805,9.9373,10.5618,9.074,10.9937,14.0291,19.4559,22.696,24.3038,21.8868,26.8231,31.867,39.2221,39.7102,43.3718,45.5606,42.5676,49.4802,57.8382,62.2062,60.2264,55.3977,43.5608,38.8231,36.2526,34.6686,16.2678,20.72,24.7928,38.282,47.3231,51.6658,40.9288,47.6113,54.4898,58.0043,60.9689,59.6375,65.2292,73.4826,65.8767,73.4984,71.6093,74.3356,81.0833,76.4315,84.4495,85.7951,93.7802,94.8349,110.6025,112.408,104.7844,101.3692,75.9193,87.8063,58.9732,80.9851,75.2921,73.7242,76.3974,75.9472,77.007,79.23,85.3614,99.1796,77.8456
QCOM US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,2.1128,2.8043,2.6286,2.5369,3.2475,2.598,2.4375,3.4462,3.11,3.8932,3.0871,3.2704,3.4347,2.9961,3.2383,7.7734,17.9375,23.6484,88.0625,74.6563,30,35.625,41.0938,28.3125,29.24,23.77,25.25,18.82,13.745,13.81,18.195,18.0256,18.0242,20.9336,27.1342,33.3906,36.8156,39.4603,42.9257,37.1602,33.5698,45.6122,43.9989,51.7868,41.1097,37.4153,39.0179,44.1773,45.0802,44.0641,41.1722,43.0358,46.7273,45.3868,38.0261,41.4896,48.3897,48.3264,49.8871,45.4531,35.7677,49.3989,54.3844,60.4533,62.8506,54.0612,61.05,76.2236,62.63,70.557,70.1421,76.1873,69.9141,77.4508,85.8301,91.5924,92.4674,87.7771,87.7677,82.3489,74.8944,64.7966,60.8764,62.8717,66.4906,85.7371,82.2513,73.0115,71.0089,67.3959,83.9245,73.2617,74.9905,97.103,77.5528
C US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,68.2611,83.2411,98.8753,104.5653,108.7021,117.4388,145.0319,153.8605,202.7038,220.0369,260.8621,291.2045,294.8389,182.7083,243.0462,313.4577,350.6116,325.771,413.3703,445.7171,449.6755,539.4016,510.8137,451.0889,531.3688,408.552,510.9889,502.9633,395.1509,326.8831,389.85,383.8839,479.3755,513.7108,551.9486,592.6334,537.4524,514.5506,566.9787,533.5849,554.1302,551.0935,593.2224,583.5928,602.2636,626.2559,709.2025,660.1383,666.0965,613.0254,392.1263,288.5448,228.5506,284.4768,94.2046,35.6108,41.804,68.1251,46.5897,57.0055,52.9236,55.0349,66.5768,62.2134,58.6246,36.0726,37.0634,51.5047,38.6369,46.1395,55.7995,62.4154,67.6924,68.4673,73.5635,67.2107,66.5186,73.1995,76.4487,72.8047,78.1348,70.231,73.3288,59.2322,60.2045,67.322,84.9933,85.7955,96.1796,105.0982,107.9757,98.3556,97.9697,105.679,77.2122
LEG US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,11.0988,12.4746,12.3361,11.6926,14.2399,15.1381,17.9133,16.8755,22.4047,23.2935,21.961,27.0575,26.3842,21.9715,23.3746,21.3402,29.7825,21.163,23.1379,23.3476,18.0064,17.357,20.9302,21.3853,24.6313,21.9111,25.9786,28.1426,26.6794,22.6891,25.8765,21.2369,23.9524,25.4313,25.5997,28.2282,31.9888,33.8322,34.4005,35.1254,32.5294,24.8881,28.4778,30.4292,31.4088,31.6881,30.4746,29.1192,28.5407,25.0321,23.0763,20.512,22.8708,30.0349,21.3021,18.6253,22.1837,28.6518,30.5156,32.7663,30.7212,35.2957,35.7219,38.9,39.1611,32.2189,37.9877,38.3985,35.7504,42.8867,47.1024,58.9785,54.7805,53.6456,55.6219,59.2261,62.758,64.4912,79.2797,86.3584,91.7853,78.3411,80.3933,93.2379,99.1362,89.0216,96.1108,99.628,104.7158,95.8999,96.6506,90.5086,91.8621,90.863,75.1383
HLT US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,45.6503,45.6298,47.8046,50.5333,53.5288,60.7713,56.5243,47.1935,44.1567,46.6209,46.7965,47.7646,56.8295,59.6907,63.3045,71.254,82.1005,81.1227,81.6824,83.5182,74.3885
SBUX US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,1.1133,1.1836,1.3125,1.457,1.7656,2.0625,1.7891,1.8516,2.4336,2.6133,2.3984,2.832,3.3398,2.2617,3.5078,3.5078,4.6953,3.0977,3.0313,5.6016,4.7734,5.0078,5.5313,5.3047,5.75,3.735,4.7625,5.7825,6.2125,5.16,5.095,6.44,6.1375,7.2,8.29,9.4675,10.8725,11.365,15.59,12.915,12.915,12.525,15.005,18.815,18.88,17.025,17.71,15.68,13.12,13.1,10.235,8.75,7.87,7.435,4.73,5.555,6.945,10.325,11.53,12.135,12.1994,12.8945,16.2859,18.8043,20.1693,19.1183,23.6801,28.8663,27.6233,26.3739,28.009,29.8541,34.4573,40.6019,41.4843,38.9759,41.2541,40.3667,44.0728,51.0517,57.9936,61.6496,65.3218,65.1768,62.5818,59.526,61.3229,64.7847,64.9612,60.1108,64.6142,65.4906,55.5543,65.0923,74.146
XYL US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,25.7986,27.973,25.4774,25.5618,27.6568,28.2421,27.718,28.8716,35.9134,37.9296,40.8373,37.2119,40.063,36.9972,39.3147,34.9903,39.0275,43.9153,48.1125,56.689,53.693,54.6576,60.5337,68.5981,74.9021,84.721,74.4313,88.4695,74.1403
LB US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,10.3019,9.0027,8.1067,9.041,10.2776,9.1911,8.8784,8.9345,9.9067,12.0151,12.5983,14.2372,16.8233,11.205,14.9425,20.4114,23.4494,21.0031,23.8679,23.317,24.0182,24.5963,19.0921,17.6682,18.6518,10.7849,16.7988,20.5134,24.4953,16.5728,16.1744,15.0729,18.2698,17.8801,21.4954,23.9895,22.5707,27.0632,29.6385,31.4782,27.9478,26.838,29.5576,32.553,34.249,35.6643,39.1534,35.451,37.5577,31.5301,26.2935,23.9496,23.7858,24.6294,14.5367,12.8084,17.8287,25.5542,29.1992,39.1525,35.3002,43.0957,54.3592,58.5285,70.755,71.2621,78.7075,94.1444,83.9044,99.7096,101.6932,97.1649,107.7734,134.3748,136.6542,128.5625,133.6148,153.3896,199.074,222.8646,203.808,215.588,230.4408,217.8854,168.0325,178.5789,167.6061,121.1361,140.2109,109.9907,161.141,103.52,101.6846,85.3167,73.7565
