,Dates,6/30/1995,9/30/1995,12/31/1995,3/31/1996,6/30/1996,9/30/1996,12/31/1996,3/31/1997,6/30/1997,9/30/1997,12/31/1997,3/31/1998,6/30/1998,9/30/1998,12/31/1998,3/31/1999,6/30/1999,9/30/1999,12/31/1999,3/31/2000,6/30/2000,9/30/2000,12/31/2000,3/31/2001,6/30/2001,9/30/2001,12/31/2001,3/31/2002,6/30/2002,9/30/2002,12/31/2002,3/31/2003,6/30/2003,9/30/2003,12/31/2003,3/31/2004,6/30/2004,9/30/2004,12/31/2004,3/31/2005,6/30/2005,9/30/2005,12/31/2005,3/31/2006,6/30/2006,9/30/2006,12/31/2006,3/31/2007,6/30/2007,9/30/2007,12/31/2007,3/31/2008,6/30/2008,9/30/2008,12/31/2008,3/31/2009,6/30/2009,9/30/2009,12/31/2009,3/31/2010,6/30/2010,9/30/2010,12/31/2010,3/31/2011,6/30/2011,9/30/2011,12/31/2011,3/31/2012,6/30/2012,9/30/2012,12/31/2012,3/31/2013,6/30/2013,9/30/2013,12/31/2013,3/31/2014,6/30/2014,9/30/2014,12/31/2014,3/31/2015,6/30/2015,9/30/2015,12/31/2015,3/31/2016,6/30/2016,9/30/2016,12/31/2016,3/31/2017,6/30/2017,9/30/2017,12/31/2017,3/31/2018,6/30/2018,9/30/2018,12/31/2018,
TROW US  EQUITY,TOT_DEBT_TO_TOT_EQY,5.1758,0.2843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9313,2.2169,2.1334,1.9382,1.7656,33.3045,31.4976,28.8993,20.6405,13.1629,9.6388,6.2122,5.3745,5.1405,4.9301,3.9655,1.437,1.0272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TTWO US  EQUITY,TOT_DEBT_TO_TOT_EQY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,72.0565,26.1757,34.5594,64.8148,69.7112,23.0278,20.178,87.1141,81.2345,72.691,33.5734,66.0635,82.2807,45.766,35.0861,57.1766,49.7507,50.511,31.0732,24.749,0.1436,0.1247,0.1036,0.0833,0.0641,0.0506,0.0413,0.033,0.029,0.0248,0,0,0,0,0,0,0,0,0,0,0,0,2.4308,3.8204,7.7903,2.6875,0,11.3799,12.6733,12.6309,27.0562,27.2656,19.328,18.7029,18.646,16.7503,17.0096,17.4293,17.7542,19.6682,48.6225,53.1015,67.2661,67.1895,58.4814,57.0076,88.4201,88.9076,54.5909,56.626,58.67,61.5716,57.6927,84.0064,91.4481,86.4441,93.2828,85.6463,94.5356,87.7964,31.5348,25.0993,19.3556,3.5566,0.9878,0.5419,0.2825,0,0
TPR US  EQUITY,TOT_DEBT_TO_TOT_EQY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,87.1318,48.6049,22.4326,7.71,25.8501,1.629,15.9536,13.7718,15.1742,13.021,9.2007,6.6994,6.1338,6.1256,2.3695,0.6364,3.1828,5.1961,2.5573,1.488,0.6974,1.2138,0.3371,0.2751,0.8791,1.174,0.1818,0.1623,0.1428,1.0788,0.9561,0.1922,0.191,1.8741,1.7819,1.9502,1.3652,1.3441,1.5022,1.6542,1.5679,2.96,1.3913,1.4979,1.3247,1.2826,1.2097,1.1721,1.1666,1.0906,1.0075,0.0409,0.0414,0.02,8.8096,5.8043,6.9669,0.7943,35.299,35.7605,36.0057,34.5499,33.652,32.6587,21.6749,21.0451,20.4641,52.6167,91.4558,91.1406,50.9943,49.3312,48.3805,45.915,
TGT US  EQUITY,TOT_DEBT_TO_TOT_EQY,160.1797,155.8291,165.6204,148.3694,157.401,154.8921,161.5849,131.276,136.1387,135.7214,131.816,104.6325,114.6505,115.1649,119.0922,88.2474,99.6503,98.523,114.0418,85.6192,96.4136,99.1798,119.778,99.5705,112.93,108.3024,131.7128,114.4148,125.8604,132.8872,136.2837,118.1934,121.2193,121.2193,121.2193,100.1627,95.5073,78.1417,77.3351,73.2059,69.0504,66.4029,72.9935,69.4967,68.5456,73.8051,76.8649,64.2039,73.0253,77.1719,87.4876,111.6483,118.3604,146.0578,149.433,136.7561,132.9343,123.3667,117.1264,109.5589,100.3911,108.4097,111.0962,101.5432,103.2764,116.1128,124.2728,110.505,110.0044,116.4622,113.4662,106.5829,86.0412,90.437,91.5264,77.4567,77.9874,78.6162,80.0464,90.9123,90.0663,91.2638,95.8962,98.4796,113.3758,109.7866,115.8732,116.3973,115.1744,110.3442,130.6978,115.6038,121.4106,119.4143,124.9729,117.5445
TEL US  EQUITY,TOT_DEBT_TO_TOT_EQY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,33.8997,29.6524,28.7038,27.5883,27.5149,28.7016,28.7004,41.1723,36.4214,34.4008,34.4655,35.5209,35.5147,34.1978,43.7653,37.4046,34.9987,35.636,37.4967,51.6986,48.5659,46.5212,37.3494,39.1827,38.2606,35.9409,34.7715,35.659,33.906,42.8048,46.0523,45.8699,44.0722,40.5216,45.1207,52.444,48.8324,47.967,45.5811,45.1502,43.6604,44.5493,41.5845,42.2996,42.225,36.931,38.7554,
FTI US  EQUITY,TOT_DEBT_TO_TOT_EQY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.8597,72.1842,85.0064,64.7533,105.3607,88.3624,94.1897,76.1997,80.8996,74.5184,73.8711,49.2332,52.9881,43.4296,37.3025,24.4125,25.2427,37.3076,26.5839,36.2106,35.1621,31.7405,25.8259,24.4213,41.3241,51.608,41.1716,12.5619,70.8459,70.8459,42.4814,70.2327,66.069,36.2978,31.3999,37.7856,27.4749,53.0446,45.9608,27.4749,29.1537,30.1742,34.9075,43.3748,47.1549,75.3952,87.5673,88.5387,89.0773,78.4016,75.0179,58.7382,55.732,49.4301,50.3815,53.2187,53.0379,49.1914,51.2956,45.4545,47.3971,50.1588,46.9245,50.6116,26.416,27.8428,26.5255,28.7485,28.7837,29.63,31.8369,40.0376,
TXN US  EQUITY,TOT_DEBT_TO_TOT_EQY,23.8055,23.019,20.293,26.9913,30.5211,45.7837,49.0847,47.4965,38.5167,25.7278,22.9456,21.9675,21.9836,21.6987,19.2102,18.6697,18.1967,17.9604,14.93,12.2868,10.663,11.3898,10.8357,9.7985,9.8287,10.9456,10.5144,10.5672,11.0056,11.3145,11.6918,9.3205,8.015,7.3154,7.0128,6.8597,6.3515,2.9699,2.9013,3.1334,3.1493,3.0152,5.5374,2.8297,0.3363,0.3575,0.3785,0.3811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0829,52.612,51.0592,47.7373,42.1491,49.8991,51.8748,51.8901,46.6661,46.7017,47.7283,53.2203,44.4105,44.3606,44.5717,44.633,47.8589,41.4443,41.4237,42.0977,36.2578,35.106,34.46,31.5631,33.461,32.6083,39.4408,38.3199,47.6396,48.1837,56.3487,
TXT US  EQUITY,TOT_DEBT_TO_TOT_EQY,330.9332,316.336,299.2673,306.3526,313.2582,346.6796,282.2149,285.6409,287.0105,273.3033,96.6316,288.8687,289.1001,116.9496,156.4368,72.5693,75.3292,99.4107,129.2289,143.2147,156.6862,144.5623,149.8225,158.7168,167.1889,181.8053,137.6658,156.0665,184.539,182.7577,207.2813,228.7137,191.7584,195.3955,175.0678,172.1159,169.3682,169.3185,179.4359,188.1626,185.0721,209.3455,224.4811,231.6501,268.5639,276.6195,326.9913,327.1098,297.7156,271.6693,269.7177,281.6361,257.2862,280.7008,420.8369,438.7763,356.7466,351.9919,327.3531,294.157,249.9314,213.2954,200.6057,186.7955,158.8532,164.0399,161.4936,147.9931,133.011,123.1258,133.2999,118.5832,106.7751,92.1229,72.6962,102.4983,92.9882,86.7892,90.6835,87.5854,84.3981,80.3237,72.7236,80.1163,75.4339,67.634,66.0208,73.7191,70.4681,73.6164,69.2757,68.8335,72.5103,69.7456,72.8814,
BK US  EQUITY,TOT_DEBT_TO_TOT_EQY,185.3725,184.1961,181.3265,179.3669,158.9501,154.7977,134.3985,146.6548,135.8935,145.3271,146.8011,145.9588,153.5578,143.4748,121.4138,132.3832,141.8732,129.8468,119.7351,133.5366,127.1586,116.5339,152.8121,165.0041,168.0401,228.6996,179.8164,165.8325,188.1997,173.7524,152.9174,139.613,252.6069,258.5796,245.6692,235.6963,232.8401,207.0797,208.7836,222.3889,230.113,241.9963,208.3738,200.8118,198.747,185.0578,183.4019,182.8837,208.4707,111.3651,126.3136,129.921,117.7185,190.9316,146.4528,100.6304,111.7602,118.7703,113.7331,148.0808,151.4097,148.7398,151.5095,148.5296,149.0683,161.36,152.2265,161.3397,157.5611,161.2725,148.7688,154.6927,162.04,158.6289,149.7741,156.9889,153.9976,156.2831,160.2486,150.1517,137.8196,139.3148,153.3675,152.8548,138.0971,138.1839,143.4512,159.0043,156.6053,162.0159,169.2066,181.78,161.0645,148.2215,170.0646,
CLX US  EQUITY,TOT_DEBT_TO_TOT_EQY,39.0673,34.5005,45.6575,70.8166,58.8791,55.3445,97.8415,117.7341,90.6765,103.8915,123.927,123.3926,100.611,102.9629,102.6255,99.7908,91.9108,82.6365,80.4585,89.3913,75.9755,68.0175,81.1228,68.5784,52.8421,55.3409,51.4603,57.8487,73.9385,77.7266,84.3153,84.1509,87.9835,99.2221,96.3713,72.6932,49.7403,39.3552,39.3552,39.3552,39.3552,39.3552,39.3552,39.3552,39.3552,39.3552,39.3552,2358.6957,1190.6433,1190.6433,1190.6433,1190.6433,1190.6433,1190.6433,1190.6433,1190.6433,1190.6433,1190.6433,11240.7407,1676.6667,3367.4699,1050.1792,1958.0645,1958.0645,1958.0645,1958.0645,1958.0645,1958.0645,1958.0645,1958.0645,4775,1684.8684,1624.6575,3032.0988,1610.2564,4837.7358,1501.9481,1315.9763,950.8897,717.2185,1856.7797,1871.4286,1159.596,860.2317,778.4512,832.872,944.0741,603.9604,404.9815,371.6216,300.3947,341.0992,342.011,378.8774,339.6226,
COO US  EQUITY,TOT_DEBT_TO_TOT_EQY,#N/A N/A,7348.1767,7348.1767,7348.1767,2878.7444,764.5918,318.0952,267.6305,126.0388,45.1926,8.5741,54.958,56.0126,57.4718,62.1309,54.9386,40.5922,38.1044,37.7445,35.619,31.2614,26.2344,24.3658,20.7308,23.3449,22.9968,26.846,24.3319,59.4956,57.0712,52.5462,52.9698,46.0373,50.8444,44.038,39.6604,37.5198,33.5277,30.4572,61.8299,58.0775,57.6224,55.3643,58.8754,56.8888,55.946,53.8736,60.8609,61.0735,60.0048,61.5789,65.4465,65.6372,61.991,63.8494,66.2129,62.692,55.4005,50.7338,47.8925,46.2135,40.5662,36.6658,34.9655,30.5589,23.5856,19.6353,21.1786,15.6681,22.8977,16.8856,18.1357,13.7173,9.9945,14.2215,14.0892,13.0919,13.0009,53.4048,55.4368,51.5231,48.5482,50.4585,52.8373,52.5132,52.7532,49.3984,50.5249,47.1767,39.2267,36.9261,76.1152,77.9078,71.1027,61.1524,62.2508
HSY US  EQUITY,TOT_DEBT_TO_TOT_EQY,34.4588,98.2479,71.1647,65.4563,71.2829,71.3683,83.5702,79.584,80.1581,203.3108,150.877,137.4636,144.3702,140.4359,117.538,92.3772,111.4237,118.9312,99.1983,97.7197,108.9851,121.536,96.6589,75.3758,98.9889,89.8252,77.1352,70.2797,67.83,64.0116,64.1483,72.2591,75.0669,98.2817,76.6493,75.7498,81.3627,162.8919,120.5287,143.9877,160.4684,208.762,173.3476,197.5902,244.047,275.0986,306.1246,317.5131,376.6401,427.038,342.6285,316.1149,300.0571,343.5099,573.6512,486.3017,386.3695,273.9466,202.8099,197.4655,209.4269,176.9587,194.6411,200.3919,175.1808,171.5195,214.3341,225.0565,182.6596,197.929,181.888,169.8592,167.6849,139.647,121.3958,118.3973,123.8911,152.9888,143.3218,182.9768,194.9357,295.4339,231.0849,294.7585,396.0929,342.317,360.0599,335.7473,341.5944,377.8196,313.5025,465.7665,432.5008,376.717,316.7558,
MOS US  EQUITY,TOT_DEBT_TO_TOT_EQY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,78.9019,82.3405,82.2211,74.5794,70.7158,72.8209,73.4034,70.1435,68.1818,70.2502,56.0744,47.9045,32.3499,28.1974,22.9681,19.3675,17.9495,17.8043,16.3531,16.1354,17.0413,16.0006,15.3617,14.7107,12.7468,8.0539,7.1421,6.7417,13.6985,9.2415,8.7754,8.1806,7.8812,7.5772,26.7821,28.1151,26.8647,34.8059,35.7489,37.4911,37.8839,39.4547,40.1119,38.4588,38.7115,39.2605,39.6799,40.9047,39.8944,38.5515,54.2343,48.1821,48.1763,43.273,42.7075,,,
TRV US  EQUITY,TOT_DEBT_TO_TOT_EQY,16.6861,16.7526,17.7044,17.2303,17.812,17.3395,16.366,23.4296,21.6937,21.794,25.5813,17.8792,24.3277,24.2157,36.8119,60.1806,60.9256,55.3791,38.8865,38.3916,41.9279,42.2535,38.0487,40.3217,39.1202,51.2561,48.61,50.2583,47.3263,52.7253,53.2781,51.171,35.3853,72.9579,60.241,21.1073,31.9017,30.9589,29.7769,30.3637,25.9377,25.6739,26.2297,25.5682,28.709,26.5446,22.9163,24.1472,26.5895,23.7313,23.4521,22.1351,24.4416,25.6098,24.4125,22.7913,24.2645,23.1818,23.8081,25.9509,23.8758,22.9053,25.9509,26.1894,26.4075,26.2355,26.9845,26.56,25.3463,24.5126,24.9951,22.859,23.5115,25.5774,25.5928,25.001,24.859,25.0701,25.5637,25.5524,26.3256,28.0573,26.8836,26.2518,26.0419,26.335,27.7206,27.2658,29.0049,29.1558,27.6895,30.3016,28.5727,29.2253,28.6713,
DIS US  EQUITY,TOT_DEBT_TO_TOT_EQY,52.7478,44.8713,38.9528,75.8712,72.1018,76.7251,73.6303,76.2176,76.2176,64.0324,64.0324,64.0324,64.0324,60.2692,65.5217,61.6065,58.1471,55.7473,49.4308,45.7006,41.1678,38.6858,43.2422,42.0162,45.8802,42.3744,67.8968,66.4598,64.2604,59.1733,62.7485,61.3016,57.1998,54.0898,53.7585,60.0753,55.6923,50.1804,50.3358,47.0225,44.4358,45.4039,49.5627,47.2718,37.4845,40.7834,36.5795,38.6024,41.7443,47.3415,49.6105,49.4457,39.9,43.4817,49.0063,44.2654,39.9289,35.8984,38.2283,33.9783,31.8856,31.765,32.0969,31.6829,32.3493,35.4726,36.4914,40.1609,35.707,34.1484,40.2306,38.3676,32.6813,29.7113,32.563,32.754,33.1935,30.7775,34.6139,30.0722,30.2394,35.686,39.2444,43.995,42.4563,42.6642,43.4322,45.81,48.1792,54.8254,54.1026,49.5653,46.2291,38.71,37.2228,
TMO US  EQUITY,TOT_DEBT_TO_TOT_EQY,77.6642,71.4044,69.0678,92.8961,84.2126,65.8992,69.8866,72.2388,73.4325,80.2201,70.6457,70.6765,61.603,64.8309,70.5315,77.6288,85.9299,86.4246,76.8825,77.0444,65.4892,64.4762,63.7758,64.7245,63.7274,63.975,65.6116,57.1706,55.0193,53.1519,46.0933,32.8168,20.8211,11.4074,11.567,10.684,10.0342,9.4869,9.0445,8.9374,26.0372,22.7407,21.4357,19.5006,23.3468,19.1309,19.1492,16.5099,15.1564,15.2372,15.1515,14.8568,14.5309,14.415,13.6817,13.6075,13.5609,13.2129,14.1495,13.4309,13.938,14.0635,13.9125,28.1893,25.7078,46.9462,46.7346,43.6601,43.275,48.8689,46.0681,45.6322,45.0199,43.2644,62.2166,84.9833,75.4025,70.5835,70.8776,74.6018,67.8126,63.8454,58.4163,71.8587,66.5344,87.321,77.1913,78.3237,75.0107,89.0328,82.6664,80.1439,73.4354,69.8178,68.8393,
TIF US  EQUITY,TOT_DEBT_TO_TOT_EQY,83.0283,80.2408,88.7888,77.9774,75.9114,47.183,48.7418,44.6812,39.3993,39.9878,37.9553,40.7875,39.2612,39.2136,53.4768,56.4988,50.576,45.4736,43.5828,35.6935,35.4872,33.9476,33.336,33.6778,32.9745,33.5493,40.9017,26.1313,25.4479,34.1712,36.0579,28.9441,28.7548,37.1344,41.9896,33.1603,35.3183,39.0032,43.7503,25.8978,25.7035,23.8648,23.8662,25.7618,26.7454,32.5072,39.1641,28.7253,27.962,27.363,24.0459,26.4048,35.053,36.3982,49.9024,44.6246,51.1525,44.9223,44.0187,40.04,38.8343,39.778,37.7767,31.6073,30.1498,29.4962,30.647,30.3183,35.0739,39.0047,39.6363,36.7352,36.5588,35.251,35.7107,36.7056,34.6706,34.8286,37.3496,39.1679,37.3904,36.857,37.2936,37.4057,37.2656,37.2998,37.7833,36.5573,34.8359,35.342,33.8393,30.894,29.97,31.636,31.3956,
TWX US  EQUITY,TOT_DEBT_TO_TOT_EQY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.6206,12.8328,13.1487,14.6728,27.8215,27.2407,27.5251,47.5482,52.98,46.4996,45.2671,44.2548,41.7226,40.5664,38.9899,36.0187,32.0825,30.0996,30.0996,28.7009,33.0196,39.6549,50.4965,54.7852,58.1288,57.0953,59.9708,63.5989,61.8003,66.8009,63.7589,47.9439,47.9906,47.8807,47.961,48.5313,49.9685,49.8928,50.1515,50.2322,51.3725,58.465,59.4712,65.1799,65.5451,67.5135,66.2114,66.6879,64.8206,65.2923,64.0261,67.3054,67.5376,87.0923,89.4055,91.9023,92.863,99.0385,97.0737,100.8552,99.1622,102.2995,100.6706,100.1274,91.3989,88.6067,84.6817,83.7997,74.7802,,,,,,,
TJX US  EQUITY,TOT_DEBT_TO_TOT_EQY,72.7068,94.2388,95.9553,100.6211,98.0979,93.9663,70.0449,24.091,82.0176,23.0085,21.7329,20.9935,21.9664,22.2377,21.5455,18.1081,19.0238,22.8418,27.3367,37.5014,39.4827,61.8193,57.4718,29.4118,56.16,58.2777,55.9989,52.4818,50.9668,53.3901,52.0035,50.393,51.9907,52.4485,48.8544,45.0133,44.0267,45.6687,45.1198,40.0855,45.2249,63.0071,64.2123,42.7369,42.26,50.9457,37.6911,35.3641,34.04,38.788,40.2599,40.1394,39.9659,40.4143,41.1693,36.4857,48.6572,42.8169,33.7841,27.4298,26.057,26.6137,25.4342,25.4926,25.2806,25.4092,24.7628,24.541,23.6175,23.1909,22.3441,21.1283,33.8623,33.0938,30.8986,30.1241,29.7478,37.986,37.1259,39.5053,37.6101,37.9779,37.1117,39.475,35.6227,36.3025,51.4321,53.2929,48.9369,49.0905,47.9992,47.6375,42.4019,42.7029,42.4751,44.242
TMK US  EQUITY,TOT_DEBT_TO_TOT_EQY,76.0552,72.5643,73.9139,70.3637,67.7552,65.6932,62.9662,48.0269,45.7909,42.0668,57.1547,31.4996,29.2429,26.2856,41.2508,46.0432,34.1568,35.1233,36.1258,34.9844,32.3041,29.5791,29.0154,26.051,26.3835,26.405,28.0196,29.63,26.7046,25.1465,25.136,24.8776,20.6694,27.3757,27.0316,22.6454,21.9838,20.2396,20.7761,23.0401,21.6973,22.5448,21.4045,25.5083,28.3341,24.5983,22.1807,22.1033,26.5173,24.5731,24.065,27.2495,24.3029,34.5869,40.6115,44.1404,43.1829,31.046,30.2851,27.0923,25.0851,22.9231,24.613,25.013,26.1886,24.2886,26.3086,26.4909,27.7886,29.8222,30.0044,31.5681,35.0361,32.2619,32.3047,29.9875,28.0872,28.3066,26.1956,25.6241,32.0518,31.7922,30.424,29.6264,29.1105,27.533,30.604,30.7663,28.4573,27.8618,23.4339,25.7095,26.7273,35.6381,30.7475,
TSS US  EQUITY,TOT_DEBT_TO_TOT_EQY,2.3189,2.1763,0.6444,18.1987,0.5273,0.4619,0.3779,0.3384,0.7954,1.7703,0.2142,0.1936,0.1765,0.1585,0.1265,0.1123,0.0813,0.0775,0.0613,0.0581,0,0,0,0,0,0,0.0467,0,0,0,0.0223,0.0176,3.1738,0.0741,0.0741,0.4422,0.5334,0.7039,0.7296,0.7889,0.6024,0.5261,0.5542,0.495,0.4129,0.3574,0.5542,1.0109,1.1708,5.701,31.4542,29.9854,28.6042,26.5867,22.4599,21.9749,20.5081,19.4119,18.3615,20.0431,17.5831,18.134,19.805,21.7188,20.0293,20.1212,19.6219,18.4319,18.1969,16.1965,15.6718,15.402,83.7391,93.469,90.9013,88.9444,88.6984,85.4866,84.5472,82.9718,79.405,74.5577,76.4432,149.4325,181.6692,165.8944,158.3796,151.0666,137.8203,124.8836,133.9918,164.3316,162.8709,147.5651,149.7548,
TSCO US  EQUITY,TOT_DEBT_TO_TOT_EQY,16.7759,28.5916,32.8526,40.5529,17.3272,30.5364,24.1225,33.1497,24.3129,36.1288,31.0824,48.2066,27.9653,39.4145,34.0264,43.3104,32.1082,61.6476,41.9435,53.396,52.0488,66.526,42.812,49.1628,17.2629,29.6417,14.125,37.7864,4.6609,41.1709,18.2499,27.0267,6.346,17.8104,7.2952,5.8026,0.5716,13.1815,9.6135,12.5867,0.9654,5.3664,2.4677,14.0737,0.7908,6.2058,0.6467,9.7373,0.5562,15.6613,10.2944,18.6423,0.4636,4.2684,0.3847,6.9701,0.3123,0.2809,0.2309,0.2125,0.183,0.1676,0.1508,0.1491,0.1417,0.1413,0.1306,0.1239,0.1216,0.1224,0.1249,10.3154,0.1104,3.4827,0.0996,6.7437,0.253,12.451,0.3997,5.263,0.6573,15.0521,12.0484,20.0697,14.5671,21.9371,20.717,46.2705,35.5103,39.8703,32.5819,56.3358,40.9492,40.6068,28.1893,
TDG US  EQUITY,TOT_DEBT_TO_TOT_EQY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,259.7277,246.709,266.8541,254.7922,238.8077,329.4496,294.6376,278.505,261.4255,244.3576,221.0067,207.5593,200.8095,189.0446,177.2582,165.6279,401.365,364.1579,330.5278,298.7704,533.5582,471.6645,427.3292,387.0003,353.3551,364.7895,327.4977,296.9334,721.2401,633.8921,541.2073,541.2073,541.2073,541.2073,541.2073,541.2073,541.2073,541.2073,541.2073,541.2073,541.2073,541.2073,541.2073,541.2073,541.2073,541.2073,541.2073,541.2073,541.2073,541.2073,541.2073,541.2073,541.2073,
TRIP US  EQUITY,TOT_DEBT_TO_TOT_EQY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0,0,0,0.3297,145.3766,11.8856,11.8856,143.4882,116.8918,64.5374,60.1883,56.6937,48.8976,45.1469,45.3878,42.5434,38.2415,34.4055,31.86,29.9556,27.9898,23.2071,21.7195,14.2351,7.582,6.113,6.0759,11.3848,15.6792,19.7194,19.1955,17.3881,0.5036,0,0,0,
FOXA US  EQUITY,TOT_DEBT_TO_TOT_EQY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,41.8517,36.4707,36.4707,38.3657,42.3412,43.9665,37.8942,40.31,39.4587,38.204,37.3372,36.5085,39.2529,47.3878,45.6191,46.7783,63.6625,61.6575,59.5996,61.452,60.6271,52.8176,51.4962,48.725,47.2769,52.9913,50.1635,54.968,54.1562,53.2241,59.8428,60.0073,55.4967,48.6045,79.7229,83.6229,81.9474,88.6315,88.8816,100.6424,89.6555,97.3436,101.2336,112.6845,122.4988,122.9376,126.696,124.859,123.3063,117.9302,112.9367,108.7319,97.3013,95.2964,90.5435,85.6552,56.8099,
